movieId,Director,TopTwoActors,releaseDate
116977,Bobby Farrelly,"['Jim Carrey', 'Jeff Daniels']",2014-11-12
43917,Frank Marshall,"['Paul Walker', 'Bruce Greenwood']",2006-02-17
140110,Nancy Meyers,"['Robert De Niro', 'Anne Hathaway']",2015-09-24
151315,Tim Story,"['Kevin Hart', 'Ice Cube']",2016-01-14
1408,Michael Mann,"['Daniel Day-Lewis', 'Madeleine Stowe']",1992-09-25
8958,Taylor Hackford,"['Jamie Foxx', 'Kerry Washington']",2004-10-29
32587,Robert Rodriguez,"['Jessica Alba', 'Devon Aoki']",2005-04-01
58103,Pete Travis,"['Dennis Quaid', 'Matthew Fox']",2008-02-01
67087,John Hamburg,"['Paul Rudd', 'Jason Segel']",2009-03-20
4890,Bobby Farrelly,"['Gwyneth Paltrow', 'Jack Black']",2001-11-01
3386,Oliver Stone,"['Kevin Costner', 'Tommy Lee Jones']",1991-12-20
43558,John Whitesell,"['Martin Lawrence', 'Nia Long']",2006-01-26
4161,Gore Verbinski,"['Brad Pitt', 'Julia Roberts']",2001-03-01
68135,Burr Steers,"['Zac Efron', 'Leslie Mann']",2009-03-11
110771,Nick Cassavetes,"['Cameron Diaz', 'Leslie Mann']",2014-04-16
71252,David R. Ellis,"['Bobby Campo', 'Shantel VanSanten']",2009-08-26
143385,Steven Spielberg,"['Tom Hanks', 'Mark Rylance']",2015-10-15
4958,John Moore,"['Owen Wilson', 'Gene Hackman']",2001-11-17
78209,Nicholas Stoller,"['Jonah Hill', 'Russell Brand']",2010-06-04
8916,Peter Chelsom,"['Richard Gere', 'Jennifer Lopez']",2004-10-15
1920,Joe Dante,"['Gregory Smith', 'Kirsten Dunst']",1998-07-10
1591,Mark A.Z. Dippé,"['Michael Jai White', 'Martin Sheen']",1997-07-31
5064,Kevin Reynolds,"['Jim Caviezel', 'Guy Pearce']",2002-01-23
84392,Brad Furman,"['Matthew McConaughey', 'Marisa Tomei']",2011-03-17
84601,Jaume Collet-Serra,"['Liam Neeson', 'Diane Kruger']",2011-02-16
48780,Christopher Nolan,"['Hugh Jackman', 'Christian Bale']",2006-10-19
117590,Sean Anders,"['Jason Bateman', 'Jason Sudeikis']",2014-11-26
100611,Callan Brunker,"['Brendan Fraser', 'Rob Corddry']",2013-02-14
48304,Mel Gibson,"['Rudy Youngblood', 'Raoul Max Trujillo']",2006-12-07
4005,John Glen,"['Timothy Dalton', ""Maryam d'Abo""]",1987-06-29
79057,Nimród Antal,"['Topher Grace', 'Alice Braga']",2010-07-03
6308,Ivan Reitman,"['Robert Redford', 'Debra Winger']",1986-06-18
7347,David Koepp,"['Johnny Depp', 'John Turturro']",2004-03-12
45668,Alejandro Agresti,"['Keanu Reeves', 'Sandra Bullock']",2006-06-16
34532,Iain Softley,"['Kate Hudson', 'Gena Rowlands']",2005-07-29
96430,Peter Hedges,"['Jennifer Garner', 'Joel Edgerton']",2012-08-15
59333,Paul Weiland,"['Patrick Dempsey', 'Michelle Monaghan']",2008-05-02
112316,Clint Eastwood,"['Christopher Walken', 'Vincent Piazza']",2014-06-05
1672,Francis Ford Coppola,"['Matt Damon', 'Danny DeVito']",1997-11-18
6952,Mathieu Kassovitz,"['Halle Berry', 'Robert Downey Jr.']",2003-11-21
1693,Steven Spielberg,"['Morgan Freeman', 'Nigel Hawthorne']",1997-12-03
2822,John McTiernan,"['Sean Connery', 'Lorraine Bracco']",1992-02-07
56801,Colin Strause,"['Steven Pasquale', 'Reiko Aylesworth']",2007-12-25
374,Donald Petrie,"['Macaulay Culkin', 'John Larroquette']",1994-12-19
3824,Joan Chen,"['Richard Gere', 'Winona Ryder']",2000-08-11
51084,Marc Lawrence,"['Drew Barrymore', 'Hugh Grant']",2007-02-09
84772,Greg Mottola,"['Seth Rogen', 'Simon Pegg']",2011-02-14
99106,Anne Fletcher,"['Seth Rogen', 'Barbra Streisand']",2012-12-19
86295,Wes Craven,"['David Arquette', 'Neve Campbell']",2011-04-11
2505,Joel Schumacher,"['Nicolas Cage', 'Joaquin Phoenix']",1999-02-26
1093,Oliver Stone,"['Val Kilmer', 'Meg Ryan']",1991-03-01
112788,Jake Kasdan,"['Cameron Diaz', 'Jason Segel']",2014-07-17
3299,Diane Keaton,"['Meg Ryan', 'Diane Keaton']",2000-02-16
88932,Steven Quale,"['Emma Bell', ""Nicholas D'Agosto""]",2011-08-12
2805,Kelly Makin,"['Hugh Grant', 'James Caan']",1999-08-16
3969,Mimi Leder,"['Kevin Spacey', 'Helen Hunt']",2000-10-12
32598,Bobby Farrelly,"['Drew Barrymore', 'Jimmy Fallon']",2005-04-06
58655,Steven Brill,"['Owen Wilson', 'Leslie Mann']",2008-03-20
111743,Seth MacFarlane,"['Seth MacFarlane', 'Charlize Theron']",2014-05-22
533,Russell Mulcahy,"['Alec Baldwin', 'John Lone']",1994-07-01
91325,Stephen Daldry,"['Thomas Horn', 'Tom Hanks']",2011-12-24
81784,Roger Michell,"['Rachel McAdams', 'Harrison Ford']",2010-01-12
3879,Christian Duguay,"['Wesley Snipes', 'Donald Sutherland']",2000-08-23
40826,Chris Columbus,"['Anthony Rapp', 'Adam Pascal']",2005-11-23
3857,Chuck Russell,"['Kim Basinger', 'Angela Bettis']",2000-08-11
2574,Sam Weisman,"['Steve Martin', 'Goldie Hawn']",1999-04-02
880,John Frankenheimer,"['Marlon Brando', 'Val Kilmer']",1996-08-23
4756,Peter Hyams,"['Catherine Deneuve', 'Mena Suvari']",2001-09-07
58154,Justin Chadwick,"['Natalie Portman', 'Scarlett Johansson']",2008-02-28
4155,Pat O'Connor,"['Keanu Reeves', 'Charlize Theron']",2001-02-16
52283,Stephen Hopkins,"['Hilary Swank', 'David Morrissey']",2007-04-05
8042,Martin Scorsese,"['Harvey Keitel', 'Robert De Niro']",1973-10-02
516,Penny Marshall,"['Danny DeVito', 'Mark Wahlberg']",1994-06-03
89087,Olivier Megaton,"['Zoe Saldana', 'Cliff Curtis']",2011-07-27
1881,Frederik Du Chau,"['Jessalyn Gilsig', 'Cary Elwes']",1998-05-15
5563,Michael Caton-Jones,"['Robert De Niro', 'James Franco']",2002-09-06
2445,Irwin Winkler,"['Val Kilmer', 'Mira Sorvino']",1999-01-15
7175,Joseph Kahn,"['Martin Henderson', 'Ice Cube']",2004-01-16
100,Harold Becker,"['Al Pacino', 'John Cusack']",1996-02-16
193,Paul Verhoeven,"['Elizabeth Berkley', 'Kyle MacLachlan']",1995-09-22
45880,Sofia Coppola,"['Kirsten Dunst', 'Jason Schwartzman']",2006-05-24
259,Barbet Schroeder,"['David Caruso', 'Samuel L. Jackson']",1995-04-21
3946,Stephen T. Kay,"['Sylvester Stallone', 'Miranda Richardson']",2000-10-06
99145,Juan Antonio Bayona,"['Naomi Watts', 'Ewan McGregor']",2012-09-09
4123,Elaine May,"['Warren Beatty', 'Dustin Hoffman']",1987-05-15
72226,Wes Anderson,"['George Clooney', 'Meryl Streep']",2009-10-23
5324,Stephen Herek,"['Angelina Jolie', 'Edward Burns']",2002-04-26
6734,John Carpenter,"['Chevy Chase', 'Daryl Hannah']",1992-02-28
4973,Jean-Pierre Jeunet,"['Audrey Tautou', 'Mathieu Kassovitz']",2001-04-25
8948,Charles Shyer,"['Jude Law', 'Marisa Tomei']",2004-10-22
2546,Ulu Grosbard,"['Michelle Pfeiffer', 'Treat Williams']",1999-03-12
5556,William Malone,"['Stephen Dorff', 'Natascha McElhone']",2002-08-09
72165,Paul Weitz,"['John C. Reilly', 'Josh Hutcherson']",2009-10-23
6763,Danny DeVito,"['Ben Stiller', 'Drew Barrymore']",2003-09-26
3403,Jerry Jameson,"['M. Emmet Walsh', 'Richard Jordan']",1980-01-01
2807,Mic Rodgers,"['Jean-Claude Van Damme', 'Kiana Tom']",1999-08-05
71135,Christian Alvart,"['Ben Foster', 'Dennis Quaid']",2009-09-08
5046,Gary Fleder,"['Gary Sinise', 'Madeleine Stowe']",2001-12-03
5880,Christian Duguay,"['Devon Sawa', 'Bridgette Wilson']",2002-11-27
4240,Jean-Marie Poiré,"['Jean Reno', 'Christina Applegate']",2001-04-06
52328,Danny Boyle,"['Cillian Murphy', 'Rose Byrne']",2007-04-05
95067,Brian Robbins,"['Eddie Murphy', 'Allison Janney']",2012-03-07
130578,Pierre Morel,"['Sean Penn', 'Jasmine Trinca']",2015-02-16
52458,D.J. Caruso,"['Shia LaBeouf', 'Sarah Roemer']",2007-04-12
170,Iain Softley,"['Jonny Lee Miller', 'Angelina Jolie']",1995-09-14
55116,Richard Shepard,"['Richard Gere', 'Terrence Howard']",2007-09-03
471,Joel Coen,"['Tim Robbins', 'Jennifer Jason Leigh']",1994-03-11
107406,Bong Joon-ho,"['Chris Evans', 'Song Kang-ho']",2013-08-01
353,Alex Proyas,"['Brandon Lee', 'Rochelle Davis']",1994-05-11
70599,Robert Schwentke,"['Eric Bana', 'Rachel McAdams']",2009-08-14
50802,Michael Lehmann,"['Diane Keaton', 'Mandy Moore']",2007-02-02
97172,Tim Burton,"['Charlie Tahan', ""Catherine O'Hara""]",2012-10-04
34405,Joss Whedon,"['Nathan Fillion', 'Gina Torres']",2005-08-25
7315,Charles S. Dutton,"['Meg Ryan', 'Tony Shalhoub']",2004-02-20
2642,Richard Lester,"['Christopher Reeve', 'Richard Pryor']",1983-06-17
107702,Peter Segal,"['Robert De Niro', 'Sylvester Stallone']",2013-12-25
61026,John Woo,"['Chang Chen', 'Hu Jun']",2008-07-10
5620,Andy Tennant,"['Reese Witherspoon', 'Josh Lucas']",2002-09-26
70183,Robert Luketic,"['Katherine Heigl', 'Gerard Butler']",2009-07-24
637,Jonathan Lynn,"['Steve Martin', 'Dan Aykroyd']",1996-03-29
5504,Robert Rodriguez,"['Antonio Banderas', 'Carla Gugino']",2002-08-07
329,David Carson,"['Patrick Stewart', 'Jonathan Frakes']",1994-11-17
102088,Wong Kar-wai,"['Tony Leung Chiu-Wai', 'Zhang Ziyi']",2013-01-08
86548,Francis Lawrence,"['Robert Pattinson', 'Reese Witherspoon']",2011-03-15
3178,Norman Jewison,"['Denzel Washington', 'Vicellous Reon Shannon']",1999-09-17
5387,Michael Apted,"['Jennifer Lopez', 'Billy Campbell']",2002-05-24
4228,David Mirkin,"['Sigourney Weaver', 'Jennifer Love Hewitt']",2001-03-23
132157,Andy Fickman,"['Kevin James', 'Raini Rodriguez']",2015-04-16
4305,Luis Mandoki,"['Jennifer Lopez', 'Jim Caviezel']",2001-05-15
4991,John Pasquin,"['Tim Allen', 'Julie Bowen']",2001-12-21
3355,Roman Polanski,"['Johnny Depp', 'Frank Langella']",1999-08-24
1003,Michael Apted,"['Hugh Grant', 'Gene Hackman']",1996-09-27
4757,Stephen Herek,"['Mark Wahlberg', 'Jennifer Aniston']",2001-09-04
72395,Lee Daniels,"['Gabourey Sidibe', ""Mo'Nique""]",2009-11-06
86,Ridley Scott,"['Jeff Bridges', 'Caroline Goodall']",1996-02-02
2288,John Carpenter,"['Kurt Russell', 'Keith David']",1982-06-25
104243,David Twohy,"['Vin Diesel', 'Karl Urban']",2013-09-02
1661,Jeb Stuart,"['Dennis Quaid', 'Danny Glover']",1997-10-31
4962,Steve Miner,"['James Van Der Beek', 'Rachael Leigh Cook']",2001-11-30
62376,Gil Kenan,"['Saoirse Ronan', 'Harry Treadaway']",2008-10-07
96728,Paul Thomas Anderson,"['Joaquin Phoenix', 'Philip Seymour Hoffman']",2012-09-07
62799,Gary Fleder,"['Rob Brown', 'Dennis Quaid']",2008-10-10
148172,J Blakeson,"['Chloë Grace Moretz', 'Nick Robinson']",2016-01-14
146656,Ryan Coogler,"['Michael B. Jordan', 'Sylvester Stallone']",2015-11-25
80489,Ben Affleck,"['Ben Affleck', 'Rebecca Hall']",2010-09-15
95199,Kirk Jones,"['Cameron Diaz', 'Jennifer Lopez']",2012-05-17
61323,Joel Coen,"['George Clooney', 'Frances McDormand']",2008-09-05
58972,Jennifer Flackett,"['Abigail Breslin', 'Jodie Foster']",2008-04-03
104913,Ron Howard,"['Daniel Brühl', 'Chris Hemsworth']",2013-09-02
3160,Paul Thomas Anderson,"['Julianne Moore', 'William H. Macy']",1999-12-08
74532,Kevin Smith,"['Bruce Willis', 'Tracy Morgan']",2010-02-26
148956,Christian Ditter,"['Dakota Johnson', 'Rebel Wilson']",2016-01-21
63992,Catherine Hardwicke,"['Kristen Stewart', 'Robert Pattinson']",2008-11-20
5108,Nick Cassavetes,"['Denzel Washington', 'Robert Duvall']",2002-02-15
2860,Les Mayfield,"['Martin Lawrence', 'Luke Wilson']",1999-09-17
104211,Rawson Marshall Thurber,"['Jason Sudeikis', 'Jennifer Aniston']",2013-08-07
1518,Jonathan Mostow,"['Kurt Russell', 'J. T. Walsh']",1997-05-02
7573,Irvin Kershner,"['Sean Connery', 'Kim Basinger']",1983-10-07
76077,Steve Pink,"['John Cusack', 'Lizzy Caplan']",2010-03-26
3316,John Frankenheimer,"['Ben Affleck', 'Gary Sinise']",2000-02-25
6280,F. Gary Gray,"['Vin Diesel', 'Larenz Tate']",2003-04-04
134528,Cameron Crowe,"['Bradley Cooper', 'Emma Stone']",2015-05-27
1401,Rob Reiner,"['Alec Baldwin', 'James Woods']",1996-12-20
3185,Scott Hicks,"['Ethan Hawke', 'Youki Kudoh']",1999-12-22
1653,Andrew Niccol,"['Ethan Hawke', 'Jude Law']",1997-09-07
6265,Chris Rock,"['Chris Rock', 'Bernie Mac']",2003-01-01
69122,Todd Phillips,"['Bradley Cooper', 'Ed Helms']",2009-06-05
152591,Wilson Yip,"['Donnie Yen', 'Lynn Hung']",2015-12-19
2683,Jay Roach,"['Mike Myers', 'Heather Graham']",1999-06-08
592,Tim Burton,"['Jack Nicholson', 'Michael Keaton']",1989-06-23
2002,Richard Donner,"['Mel Gibson', 'Danny Glover']",1992-05-15
72641,John Lee Hancock,"['Sandra Bullock', 'Quinton Aaron']",2009-11-20
4232,Robert Rodriguez,"['Alexa PenaVega', 'Daryl Sabara']",2001-03-18
87869,Seth Gordon,"['Jennifer Aniston', 'Jason Bateman']",2011-07-08
82459,Joel Coen,"['Jeff Bridges', 'Matt Damon']",2010-12-22
45720,David Frankel,"['Meryl Streep', 'Anne Hathaway']",2006-06-30
1371,Robert Wise,"['William Shatner', 'Leonard Nimoy']",1979-12-06
100390,Seth Gordon,"['Jason Bateman', 'Melissa McCarthy']",2013-02-07
1343,Martin Scorsese,"['Robert De Niro', 'Nick Nolte']",1991-11-15
58803,Robert Luketic,"['Jim Sturgess', 'Kevin Spacey']",2008-03-27
134393,Judd Apatow,"['Amy Schumer', 'Bill Hader']",2015-07-17
32298,Kevin Rodney Sullivan,"['Bernie Mac', 'Ashton Kutcher']",2005-03-25
1183,Anthony Minghella,"['Ralph Fiennes', 'Juliette Binoche']",1996-11-14
1617,Curtis Hanson,"['Kevin Spacey', 'Guy Pearce']",1997-09-19
34332,Mike Mitchell,"['Michael Angarano', 'Kurt Russell']",2005-07-29
1614,Frank Oz,"['Kevin Kline', 'Joan Cusack']",1997-09-10
196,Roger Donaldson,"['Natasha Henstridge', 'Ben Kingsley']",1995-07-07
1347,Wes Craven,"['John Saxon', 'Ronee Blakley']",1984-11-14
3863,Tarsem Singh,"['Jennifer Lopez', ""Vincent D'Onofrio""]",2000-08-17
1801,Randall Wallace,"['Leonardo DiCaprio', 'Jeremy Irons']",1998-03-12
80839,Randall Wallace,"['Diane Lane', 'John Malkovich']",2010-08-20
51939,Kevin Munroe,"['Chris Evans', 'Sarah Michelle Gellar']",2007-03-23
6887,Mike Tollin,"['Cuba Gooding Jr.', 'Ed Harris']",2003-10-24
88405,Will Gluck,"['Justin Timberlake', 'Mila Kunis']",2011-07-21
156609,Nicholas Stoller,"['Seth Rogen', 'Rose Byrne']",2016-05-04
107141,John Lee Hancock,"['Emma Thompson', 'Tom Hanks']",2013-11-16
3246,Spike Lee,"['Denzel Washington', 'Angela Bassett']",1992-11-18
99117,Judd Apatow,"['Paul Rudd', 'Leslie Mann']",2012-12-20
72696,Walt Becker,"['Robin Williams', 'John Travolta']",2009-11-24
65682,Patrick Tatopoulos,"['Bill Nighy', 'Michael Sheen']",2009-01-22
53974,Ken Kwapis,"['Robin Williams', 'Mandy Moore']",2007-07-04
44840,Dennis Dugan,"['Jon Heder', 'Rob Schneider']",2006-04-07
34336,Gary David Goldberg,"['Diane Lane', 'John Cusack']",2005-07-21
1466,Mike Newell,"['Johnny Depp', 'Al Pacino']",1997-02-27
5219,Paul W.S. Anderson,"['Milla Jovovich', 'Michelle Rodriguez']",2002-03-15
1994,Tobe Hooper,"['Craig T. Nelson', 'JoBeth Williams']",1982-06-04
7367,Joel Coen,"['Tom Hanks', 'Irma P. Hall']",2004-03-25
62394,John Moore,"['Mark Wahlberg', 'Mila Kunis']",2008-10-15
90405,Andrew Niccol,"['Justin Timberlake', 'Amanda Seyfried']",2011-10-27
78264,Alan Poul,"['Jennifer Lopez', ""Alex O'Loughlin""]",2010-04-23
86817,Luke Greenfield,"['Kate Hudson', 'Ginnifer Goodwin']",2011-05-05
4899,Gil Junger,"['Martin Lawrence', 'Marsha Thomason']",2001-11-21
5139,Michael Ritchie,"['Walter Matthau', ""Tatum O'Neal""]",1976-04-07
393,Steven E. de Souza,"['Jean-Claude Van Damme', 'Raúl Juliá']",1994-12-22
5995,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann']",2002-09-24
49524,Catherine Hardwicke,"['Keisha Castle-Hughes', 'Oscar Isaac']",2006-12-01
33164,Jaume Collet-Serra,"['Elisha Cuthbert', 'Paris Hilton']",2005-04-30
8981,Mike Nichols,"['Julia Roberts', 'Jude Law']",2004-12-01
90719,Clint Eastwood,"['Leonardo DiCaprio', 'Josh Hamilton']",2011-11-09
61262,Alexandre Aja,"['Kiefer Sutherland', 'Paula Patton']",2008-08-15
5128,Michael Rymer,"['Stuart Townsend', 'Aaliyah']",2002-02-10
3697,Stephen Hopkins,"['Kevin Peter Hall', 'Danny Glover']",1990-11-20
57526,Gregory Hoblit,"['Diane Lane', 'Billy Burke']",2008-01-22
2496,Hugh Wilson,"['Brendan Fraser', 'Alicia Silverstone']",1999-02-12
4941,Mike Hodges,"['Sam J. Jones', 'Melody Anderson']",1980-09-01
7366,Kevin Smith,"['Ben Affleck', 'Raquel Castro']",2004-03-25
97742,Rob Cohen,"['Tyler Perry', 'Rachel Nichols']",2012-10-18
1711,Clint Eastwood,"['John Cusack', 'Kevin Spacey']",1997-11-21
6997,Danny DeVito,"['Jack Nicholson', 'Danny DeVito']",1992-12-25
60760,Chris Carter,"['David Duchovny', 'Gillian Anderson']",2008-07-24
7380,Tommy O'Haver,"['Anne Hathaway', 'Hugh Dancy']",2004-04-09
145839,Peter Landesman,"['Will Smith', 'Alec Baldwin']",2015-11-12
90524,John Singleton,"['Taylor Lautner', 'Lily Collins']",2011-09-22
36397,Gary Chapman,"['Ewan McGregor', 'Ricky Gervais']",2005-03-25
3317,Curtis Hanson,"['Michael Douglas', 'Tobey Maguire']",2000-02-22
59014,Craig Mazin,"['Drake Bell', 'Sara Paxton']",2008-03-27
32011,Wes Craven,"['Portia de Rossi', 'Christina Ricci']",2005-02-25
96417,David Koepp,"['Joseph Gordon-Levitt', 'Michael Shannon']",2012-08-24
133798,Anne Fletcher,"['Reese Witherspoon', 'Sofía Vergara']",2015-05-08
5611,Shekhar Kapur,"['Heath Ledger', 'Wes Bentley']",2002-09-08
8866,Richard Loncraine,"['Kirsten Dunst', 'Paul Bettany']",2004-09-13
4275,Peter Yates,"['Ken Marshall', 'Lysette Anthony']",1983-07-29
55946,Robert Redford,"['Robert Redford', 'Meryl Streep']",2007-10-22
56805,Jake Kasdan,"['John C. Reilly', 'Jenna Fischer']",2007-12-21
5016,Lasse Hallström,"['Kevin Spacey', 'Julianne Moore']",2001-12-18
4721,Les Mayfield,"['Colin Farrell', 'Scott Caan']",2001-08-17
68269,Jean-Marc Vallée,"['Emily Blunt', 'Jim Broadbent']",2009-03-04
86898,Terrence Malick,"['Brad Pitt', 'Sean Penn']",2011-05-18
2196,Tsui Hark,"['Jean-Claude Van Damme', 'Lela Rochon']",1998-09-04
64231,Lexi Alexander,"['Ray Stevenson', 'Dominic West']",2008-12-05
47384,Peter Hewitt,"['Tim Allen', 'Courteney Cox']",2006-08-11
138208,Robert Zemeckis,"['Joseph Gordon-Levitt', 'Ben Kingsley']",2015-09-30
49130,Ridley Scott,"['Russell Crowe', 'Marion Cotillard']",2006-09-09
7030,Richard Donner,"['Elijah Wood', 'Lorraine Bracco']",1992-02-21
3761,Taylor Hackford,"['Damian Chapa', 'Jesse Borrego']",1993-02-05
1480,Bille August,"['Julia Ormond', 'Gabriel Byrne']",1997-02-13
5809,Brian De Palma,"['Rebecca Romijn', 'Antonio Banderas']",2002-11-06
715,Jean-Paul Rappeneau,"['Juliette Binoche', 'Olivier Martinez']",1995-09-20
3117,Ang Lee,"['Tobey Maguire', 'Skeet Ulrich']",1999-11-24
81819,Alejandro González Iñárritu,"['Javier Bardem', 'Maricel Álvarez']",2010-10-20
43419,Joachim Rønning,"['Penélope Cruz', 'Salma Hayek']",2006-01-18
114180,Wes Ball,"[""Dylan O'Brien"", 'Ki Hong Lee']",2014-09-10
129737,Ken Scott,"['Vince Vaughn', 'Dave Franco']",2015-03-05
412,Martin Scorsese,"['Daniel Day-Lewis', 'Michelle Pfeiffer']",1993-09-17
48043,Darren Aronofsky,"['Hugh Jackman', 'Rachel Weisz']",2006-09-06
2835,Hugh Johnson,"['Cuba Gooding Jr.', 'Skeet Ulrich']",1999-09-01
65261,Hayao Miyazaki,"['Yuria Nara', 'Hiroki Doi']",2008-07-19
132424,"George Tillman, Jr.","['Scott Eastwood', 'Britt Robertson']",2015-04-09
2827,Rand Ravich,"['Johnny Depp', 'Charlize Theron']",1999-08-26
99087,Gabriele Muccino,"['Gerard Butler', 'Jessica Biel']",2012-11-29
106839,Justin Chadwick,"['Idris Elba', 'Naomie Harris']",2013-12-06
2929,Warren Beatty,"['Warren Beatty', 'Diane Keaton']",1981-12-25
2268,Rob Reiner,"['Tom Cruise', 'Jack Nicholson']",1992-12-11
4224,Andrzej Bartkowiak,"['Steven Seagal', 'DMX']",2001-03-13
3646,Raja Gosnell,"['Martin Lawrence', 'Nia Long']",2000-05-31
91660,Chris Gorak,"['Emile Hirsch', 'Rachael Taylor']",2011-12-22
46965,David R. Ellis,"['Samuel L. Jackson', 'Julianna Margulies']",2006-08-06
3895,Joe Charbanic,"['James Spader', 'Keanu Reeves']",2000-09-08
7439,Jonathan Hensleigh,"['Thomas Jane', 'John Travolta']",2004-04-15
38388,Danny Cannon,"['Kuno Becker', 'Alessandro Nivola']",2005-06-06
94405,Boaz Yakin,"['Jason Statham', 'Chris Sarandon']",2012-04-16
2598,Mike Newell,"['John Cusack', 'Billy Bob Thornton']",1999-04-23
1210,Richard Marquand,"['Mark Hamill', 'Harrison Ford']",1983-05-23
58297,Neil Marshall,"['Rhona Mitra', 'Bob Hoskins']",2008-03-14
64622,Stephen Daldry,"['Kate Winslet', 'Ralph Fiennes']",2008-12-10
94953,David Wain,"['Paul Rudd', 'Jennifer Aniston']",2012-02-23
6936,Jon Favreau,"['Will Ferrell', 'James Caan']",2003-10-09
802,Jon Turteltaub,"['John Travolta', 'Kyra Sedgwick']",1996-07-05
5048,Brian Levant,"['Jim Belushi', 'Cuba Gooding Jr.']",2002-01-18
3087,Richard Donner,"['Bill Murray', 'Karen Allen']",1988-11-22
45666,Jared Hess,"['Jack Black', 'Ana de la Reguera']",2006-06-16
86833,Paul Feig,"['Kristen Wiig', 'Rose Byrne']",2011-04-28
102123,Seth Rogen,"['James Franco', 'Jonah Hill']",2013-06-12
2840,Rupert Wainwright,"['Patricia Arquette', 'Gabriel Byrne']",1999-09-10
3980,"George Tillman, Jr.","['Robert De Niro', 'Cuba Gooding Jr.']",2000-09-13
87785,John Luessenhop,"['Chris Brown', 'Hayden Christensen']",2010-08-26
85399,John Whitesell,"['Martin Lawrence', 'Brandon T. Jackson']",2011-02-16
85414,Duncan Jones,"['Jake Gyllenhaal', 'Michelle Monaghan']",2011-03-30
3250,Frank Marshall,"['Ethan Hawke', 'Vincent Spano']",1993-01-15
51086,Joel Schumacher,"['Jim Carrey', 'Virginia Madsen']",2007-02-23
7104,Steven Spielberg,"['Dan Aykroyd', 'Ned Beatty']",1979-12-13
39307,John Gatins,"['Kurt Russell', 'Dakota Fanning']",2005-09-10
37733,David Cronenberg,"['Viggo Mortensen', 'Maria Bello']",2005-09-23
36519,Louis Leterrier,"['Jason Statham', 'Amber Valletta']",2005-08-02
303,Sam Raimi,"['Sharon Stone', 'Gene Hackman']",1995-02-09
7450,Peter Howitt,"['Pierce Brosnan', 'Julianne Moore']",2004-04-04
2976,Martin Scorsese,"['Nicolas Cage', 'Patricia Arquette']",1999-10-22
75985,Miguel Sapochnik,"['Jude Law', 'Forest Whitaker']",2010-03-18
885,Norman Jewison,"['Whoopi Goldberg', 'Gérard Depardieu']",1996-09-06
101283,Don Scardino,"['Steve Carell', 'Jim Carrey']",2013-03-14
1489,Mark Dindal,"['Scott Bakula', 'Jasmine Guy']",1997-03-26
3145,Tim Robbins,"['Hank Azaria', 'Rubén Blades']",1999-12-10
