movie_id,title,Director,Top Two Actors,release_date
36670,Never Say Never Again,Irvin Kershner,"['Sean Connery', 'Kim Basinger']",1983-10-07
23048,Hot Tub Time Machine,Steve Pink,"['John Cusack', 'Lizzy Caplan']",2010-03-26
227735,Dolphin Tale 2,Charles Martin Smith,"['Morgan Freeman', 'Ashley Judd']",2014-09-12
2155,Reindeer Games,John Frankenheimer,"['Ben Affleck', 'Gary Sinise']",2000-02-25
8409,A Man Apart,F. Gary Gray,"['Vin Diesel', 'Larenz Tate']",2003-04-04
222936,Aloha,Cameron Crowe,"['Bradley Cooper', 'Emma Stone']",2015-05-27
31908,Ghosts of Mississippi,Rob Reiner,"['Alec Baldwin', 'James Woods']",1996-12-20
10219,Snow Falling on Cedars,Scott Hicks,"['Ethan Hawke', 'Youki Kudoh']",1999-12-22
48171,The Rite,Mikael Håfström,"['Anthony Hopkins', ""Colin O'Donoghue""]",2011-01-28
782,Gattaca,Andrew Niccol,"['Ethan Hawke', 'Jude Law']",1997-09-07
75531,Isn't She Great,Andrew Bergman,"['Bette Midler', 'Nathan Lane']",2000-01-28
11802,Space Chimps,Kirk De Micco,"['Andy Samberg', 'Cheryl Hines']",2008-07-17
9776,Head of State,Chris Rock,"['Chris Rock', 'Bernie Mac']",2003-01-01
18785,The Hangover,Todd Phillips,"['Bradley Cooper', 'Ed Helms']",2009-06-05
365222,Ip Man 3,Wilson Yip,"['Donnie Yen', 'Lynn Hung']",2015-12-19
817,Austin Powers: The Spy Who Shagged Me,Jay Roach,"['Mike Myers', 'Heather Graham']",1999-06-08
268,Batman,Tim Burton,"['Jack Nicholson', 'Michael Keaton']",1989-06-23
45054,There Be Dragons,Roland Joffé,"['Charlie Cox', 'Dougray Scott']",2011-03-25
943,Lethal Weapon 3,Richard Donner,"['Mel Gibson', 'Danny Glover']",1992-05-15
22881,The Blind Side,John Lee Hancock,"['Sandra Bullock', 'Quinton Aaron']",2009-11-20
10054,Spy Kids,Robert Rodriguez,"['Alexa PenaVega', 'Daryl Sabara']",2001-03-18
51540,Horrible Bosses,Seth Gordon,"['Jennifer Aniston', 'Jason Bateman']",2011-07-08
44264,True Grit,Joel Coen,"['Jeff Bridges', 'Matt Damon']",2010-12-22
350,The Devil Wears Prada,David Frankel,"['Meryl Streep', 'Anne Hathaway']",2006-06-30
152,Star Trek: The Motion Picture,Robert Wise,"['William Shatner', 'Leonard Nimoy']",1979-12-06
109431,Identity Thief,Seth Gordon,"['Jason Bateman', 'Melissa McCarthy']",2013-02-07
1598,Cape Fear,Martin Scorsese,"['Robert De Niro', 'Nick Nolte']",1991-11-15
8065,21,Robert Luketic,"['Jim Sturgess', 'Kevin Spacey']",2008-03-27
271718,Trainwreck,Judd Apatow,"['Amy Schumer', 'Bill Hader']",2015-07-17
11638,Guess Who,Kevin Rodney Sullivan,"['Bernie Mac', 'Ashton Kutcher']",2005-03-25
409,The English Patient,Anthony Minghella,"['Ralph Fiennes', 'Juliette Binoche']",1996-11-14
2118,L.A. Confidential,Curtis Hanson,"['Kevin Spacey', 'Guy Pearce']",1997-09-19
11459,Sky High,Mike Mitchell,"['Michael Angarano', 'Kurt Russell']",2005-07-29
10806,In & Out,Frank Oz,"['Kevin Kline', 'Joan Cusack']",1997-09-10
9348,Species,Roger Donaldson,"['Natasha Henstridge', 'Ben Kingsley']",1995-07-07
377,A Nightmare on Elm Street,Wes Craven,"['John Saxon', 'Ronee Blakley']",1984-11-14
8843,The Cell,Tarsem Singh,"['Jennifer Lopez', ""Vincent D'Onofrio""]",2000-08-17
9313,The Man in the Iron Mask,Randall Wallace,"['Leonardo DiCaprio', 'Jeremy Irons']",1998-03-12
39486,Secretariat,Randall Wallace,"['Diane Lane', 'John Malkovich']",2010-08-20
1273,TMNT,Kevin Munroe,"['Chris Evans', 'Sarah Michelle Gellar']",2007-03-23
13920,Radio,Mike Tollin,"['Cuba Gooding Jr.', 'Ed Harris']",2003-10-24
50544,Friends with Benefits,Will Gluck,"['Justin Timberlake', 'Mila Kunis']",2011-07-21
325133,Neighbors 2: Sorority Rising,Nicholas Stoller,"['Seth Rogen', 'Rose Byrne']",2016-05-04
140823,Saving Mr. Banks,John Lee Hancock,"['Emma Thompson', 'Tom Hanks']",2013-11-16
1883,Malcolm X,Spike Lee,"['Denzel Washington', 'Angela Bassett']",1992-11-18
89492,This Is 40,Judd Apatow,"['Paul Rudd', 'Leslie Mann']",2012-12-20
22949,Old Dogs,Walt Becker,"['Robin Williams', 'John Travolta']",2009-11-24
12437,Underworld: Rise of the Lycans,Patrick Tatopoulos,"['Bill Nighy', 'Michael Sheen']",2009-01-22
2959,License to Wed,Ken Kwapis,"['Robin Williams', 'Mandy Moore']",2007-07-04
9957,The Benchwarmers,Dennis Dugan,"['Jon Heder', 'Rob Schneider']",2006-04-07
11648,Must Love Dogs,Gary David Goldberg,"['Diane Lane', 'John Cusack']",2005-07-21
9366,Donnie Brasco,Mike Newell,"['Johnny Depp', 'Al Pacino']",1997-02-27
1576,Resident Evil,Paul W.S. Anderson,"['Milla Jovovich', 'Michelle Rodriguez']",2002-03-15
609,Poltergeist,Tobe Hooper,"['Craig T. Nelson', 'JoBeth Williams']",1982-06-04
5516,The Ladykillers,Joel Coen,"['Tom Hanks', 'Irma P. Hall']",2004-03-25
13051,Max Payne,John Moore,"['Mark Wahlberg', 'Mila Kunis']",2008-10-15
49530,In Time,Andrew Niccol,"['Justin Timberlake', 'Amanda Seyfried']",2011-10-27
34806,The Back-Up Plan,Alan Poul,"['Jennifer Lopez', ""Alex O'Loughlin""]",2010-04-23
49022,Something Borrowed,Luke Greenfield,"['Kate Hudson', 'Ginnifer Goodwin']",2011-05-05
11469,Black Knight,Gil Junger,"['Martin Lawrence', 'Marsha Thomason']",2001-11-21
23479,The Bad News Bears,Michael Ritchie,"['Walter Matthau', ""Tatum O'Neal""]",1976-04-07
11667,Street Fighter,Steven E. de Souza,"['Jean-Claude Van Damme', 'Raúl Juliá']",1994-12-22
423,The Pianist,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann']",2002-09-24
2447,The Nativity Story,Catherine Hardwicke,"['Keisha Castle-Hughes', 'Oscar Isaac']",2006-12-01
10066,House of Wax,Jaume Collet-Serra,"['Elisha Cuthbert', 'Paris Hilton']",2005-04-30
2288,Closer,Mike Nichols,"['Julia Roberts', 'Jude Law']",2004-12-01
88794,J. Edgar,Clint Eastwood,"['Leonardo DiCaprio', 'Josh Hamilton']",2011-11-09
13515,Mirrors,Alexandre Aja,"['Kiefer Sutherland', 'Paula Patton']",2008-08-15
11979,Queen of the Damned,Michael Rymer,"['Stuart Townsend', 'Aaliyah']",2002-02-10
169,Predator 2,Stephen Hopkins,"['Kevin Peter Hall', 'Danny Glover']",1990-11-20
8090,Untraceable,Gregory Hoblit,"['Diane Lane', 'Billy Burke']",2008-01-22
11622,Blast from the Past,Hugh Wilson,"['Brendan Fraser', 'Alicia Silverstone']",1999-02-12
3604,Flash Gordon,Mike Hodges,"['Sam J. Jones', 'Melody Anderson']",1980-09-01
9541,Jersey Girl,Kevin Smith,"['Ben Affleck', 'Raquel Castro']",2004-03-25
94348,Alex Cross,Rob Cohen,"['Tyler Perry', 'Rachel Nichols']",2012-10-18
8197,Midnight in the Garden of Good and Evil,Clint Eastwood,"['John Cusack', 'Kevin Spacey']",1997-11-21
336004,Heist,Scott Mann,"['Jeffrey Dean Morgan', 'Robert De Niro']",2015-11-13
35019,Nanny McPhee and the Big Bang,Susanna White,"['Emma Thompson', 'Asa Butterfield']",2010-03-26
10410,Hoffa,Danny DeVito,"['Jack Nicholson', 'Danny DeVito']",1992-12-25
8836,The X Files: I Want to Believe,Chris Carter,"['David Duchovny', 'Gillian Anderson']",2008-07-24
14442,Ella Enchanted,Tommy O'Haver,"['Anne Hathaway', 'Hugh Dancy']",2004-04-09
321741,Concussion,Peter Landesman,"['Will Smith', 'Alec Baldwin']",2015-11-12
59965,Abduction,John Singleton,"['Taylor Lautner', 'Lily Collins']",2011-09-22
14175,Valiant,Gary Chapman,"['Ewan McGregor', 'Ricky Gervais']",2005-03-25
11004,Wonder Boys,Curtis Hanson,"['Michael Douglas', 'Tobey Maguire']",2000-02-22
11918,Superhero Movie,Craig Mazin,"['Drake Bell', 'Sara Paxton']",2008-03-27
98357,Broken City,Allen Hughes,"['Mark Wahlberg', 'Russell Crowe']",2013-01-18
10012,Cursed,Wes Craven,"['Portia de Rossi', 'Christina Ricci']",2005-02-25
49526,Premium Rush,David Koepp,"['Joseph Gordon-Levitt', 'Michael Shannon']",2012-08-24
268920,Hot Pursuit,Anne Fletcher,"['Reese Witherspoon', 'Sofía Vergara']",2015-05-08
9093,The Four Feathers,Shekhar Kapur,"['Heath Ledger', 'Wes Bentley']",2002-09-08
119283,Parker,Taylor Hackford,"['Jason Statham', 'Jennifer Lopez']",2013-01-23
11823,Wimbledon,Richard Loncraine,"['Kirsten Dunst', 'Paul Bettany']",2004-09-13
35169,Furry Vengeance,Roger Kumble,"['Brendan Fraser', 'Ken Jeong']",2010-04-02
118957,Bait,Kimble Rendall,"['Sharni Vinson', 'Phoebe Tonkin']",2012-09-05
849,Krull,Peter Yates,"['Ken Marshall', 'Lysette Anthony']",1983-07-29
4515,Lions for Lambs,Robert Redford,"['Robert Redford', 'Meryl Streep']",2007-10-22
18886,Flight of the Intruder,John Milius,"['Danny Glover', 'Willem Dafoe']",1991-01-18
6575,Walk Hard: The Dewey Cox Story,Jake Kasdan,"['John C. Reilly', 'Jenna Fischer']",2007-12-21
6440,The Shipping News,Lasse Hallström,"['Kevin Spacey', 'Julianne Moore']",2001-12-18
13496,American Outlaws,Les Mayfield,"['Colin Farrell', 'Scott Caan']",2001-08-17
18320,The Young Victoria,Jean-Marc Vallée,"['Emily Blunt', 'Jim Broadbent']",2009-03-04
22787,Whiteout,Dominic Sena,"['Kate Beckinsale', 'Gabriel Macht']",2009-09-09
8967,The Tree of Life,Terrence Malick,"['Brad Pitt', 'Sean Penn']",2011-05-18
37498,Knock Off,Tsui Hark,"['Jean-Claude Van Damme', 'Lela Rochon']",1998-09-04
144336,Sabotage,David Ayer,"['Arnold Schwarzenegger', 'Sam Worthington']",2014-03-28
9616,The Order,Brian Helgeland,"['Heath Ledger', 'Shannyn Sossamon']",2003-09-05
13056,Punisher: War Zone,Lexi Alexander,"['Ray Stevenson', 'Dominic West']",2008-12-05
14113,Zoom,Peter Hewitt,"['Tim Allen', 'Courteney Cox']",2006-08-11
285783,The Walk,Robert Zemeckis,"['Joseph Gordon-Levitt', 'Ben Kingsley']",2015-09-30
49478,Warriors of Virtue,Ronny Yu,"['Angus Macfadyen', 'Mario Yedidia']",1997-05-02
9726,A Good Year,Ridley Scott,"['Russell Crowe', 'Marion Cotillard']",2006-09-09
20763,Radio Flyer,Richard Donner,"['Elijah Wood', 'Lorraine Bracco']",1992-02-21
9702,Bound by Honor,Taylor Hackford,"['Damian Chapa', 'Jesse Borrego']",1993-02-05
9311,Smilla's Sense of Snow,Bille August,"['Julia Ormond', 'Gabriel Byrne']",1997-02-13
9280,Femme Fatale,Brian De Palma,"['Rebecca Romijn', 'Antonio Banderas']",2002-11-06
26843,Lion of the Desert,Moustapha Akkad,"['Anthony Quinn', 'Rod Steiger']",1981-04-17
11876,The Horseman on the Roof,Jean-Paul Rappeneau,"['Juliette Binoche', 'Olivier Martinez']",1995-09-20
22267,Ride with the Devil,Ang Lee,"['Tobey Maguire', 'Skeet Ulrich']",1999-11-24
45958,Biutiful,Alejandro González Iñárritu,"['Javier Bardem', 'Maricel Álvarez']",2010-10-20
1969,Bandidas,Joachim Rønning,"['Penélope Cruz', 'Salma Hayek']",2006-01-18
310706,Black Water Transit,Tony Kaye,"['Laurence Fishburne', 'Karl Urban']",2009-05-13
198663,The Maze Runner,Wes Ball,"[""Dylan O'Brien"", 'Ki Hong Lee']",2014-09-10
239573,Unfinished Business,Ken Scott,"['Vince Vaughn', 'Dave Franco']",2015-03-05
10436,The Age of Innocence,Martin Scorsese,"['Daniel Day-Lewis', 'Michelle Pfeiffer']",1993-09-17
1381,The Fountain,Darren Aronofsky,"['Hugh Jackman', 'Rachel Weisz']",2006-09-06
2162,Chill Factor,Hugh Johnson,"['Cuba Gooding Jr.', 'Skeet Ulrich']",1999-09-01
127493,Stolen,Simon West,"['Nicolas Cage', 'Malin Åkerman']",2012-05-17
12429,Ponyo,Hayao Miyazaki,"['Yuria Nara', 'Hiroki Doi']",2008-07-19
228205,The Longest Ride,"George Tillman, Jr.","['Scott Eastwood', 'Britt Robertson']",2015-04-09
2900,The Astronaut's Wife,Rand Ravich,"['Johnny Depp', 'Charlize Theron']",1999-08-26
21311,I Dreamed of Africa,Hugh Hudson,"['Kim Basinger', 'Vincent Pérez']",2000-05-05
77875,Playing for Keeps,Gabriele Muccino,"['Gerard Butler', 'Jessica Biel']",2012-11-29
192136,Mandela: Long Walk to Freedom,Justin Chadwick,"['Idris Elba', 'Naomie Harris']",2013-12-06
18254,Reds,Warren Beatty,"['Warren Beatty', 'Diane Keaton']",1981-12-25
881,A Few Good Men,Rob Reiner,"['Tom Cruise', 'Jack Nicholson']",1992-12-11
10877,Exit Wounds,Andrzej Bartkowiak,"['Steven Seagal', 'DMX']",2001-03-13
9600,Big Momma's House,Raja Gosnell,"['Martin Lawrence', 'Nia Long']",2000-05-31
202575,Thunder and the House of Magic,Ben Stassen,"['Brianne Siddall', 'Joey Camen']",2013-12-24
71469,The Darkest Hour,Chris Gorak,"['Emile Hirsch', 'Rachael Taylor']",2011-12-22
85446,Step Up Revolution,Scott Speer,"['Kathryn McCormick', 'Ryan Guzman']",2012-07-26
326,Snakes on a Plane,David R. Ellis,"['Samuel L. Jackson', 'Julianna Margulies']",2006-08-06
10685,The Watcher,Joe Charbanic,"['James Spader', 'Keanu Reeves']",2000-09-08
7220,The Punisher,Jonathan Hensleigh,"['Thomas Jane', 'John Travolta']",2004-04-15
9763,Goal!: The Dream Begins,Danny Cannon,"['Kuno Becker', 'Alessandro Nivola']",2005-06-06
72387,Safe,Boaz Yakin,"['Jason Statham', 'Chris Sarandon']",2012-04-16
12596,Pushing Tin,Mike Newell,"['John Cusack', 'Billy Bob Thornton']",1999-04-23
1892,Return of the Jedi,Richard Marquand,"['Mark Hamill', 'Harrison Ford']",1983-05-23
13460,Doomsday,Neil Marshall,"['Rhona Mitra', 'Bob Hoskins']",2008-03-14
8055,The Reader,Stephen Daldry,"['Kate Winslet', 'Ralph Fiennes']",2008-12-10
50647,Wanderlust,David Wain,"['Paul Rudd', 'Jennifer Aniston']",2012-02-23
10719,Elf,Jon Favreau,"['Will Ferrell', 'James Caan']",2003-10-09
9294,Phenomenon,Jon Turteltaub,"['John Travolta', 'Kyra Sedgwick']",1996-07-05
11888,Snow Dogs,Brian Levant,"['Jim Belushi', 'Cuba Gooding Jr.']",2002-01-18
9647,Scrooged,Richard Donner,"['Bill Murray', 'Karen Allen']",1988-11-22
9353,Nacho Libre,Jared Hess,"['Jack Black', 'Ana de la Reguera']",2006-06-16
55721,Bridesmaids,Paul Feig,"['Kristen Wiig', 'Rose Byrne']",2011-04-28
109414,This Is the End,Seth Rogen,"['James Franco', 'Jonah Hill']",2013-06-12
10307,Stigmata,Rupert Wainwright,"['Patricia Arquette', 'Gabriel Byrne']",1999-09-10
11978,Men of Honor,"George Tillman, Jr.","['Robert De Niro', 'Cuba Gooding Jr.']",2000-09-13
22907,Takers,John Luessenhop,"['Chris Brown', 'Hayden Christensen']",2010-08-26
87567,The Big Wedding,Justin Zackham,"['Robert De Niro', 'Diane Keaton']",2013-04-25
38322,"Big Mommas: Like Father, Like Son",John Whitesell,"['Martin Lawrence', 'Brandon T. Jackson']",2011-02-16
45612,Source Code,Duncan Jones,"['Jake Gyllenhaal', 'Michelle Monaghan']",2011-03-30
7305,Alive,Frank Marshall,"['Ethan Hawke', 'Vincent Spano']",1993-01-15
3594,The Number 23,Joel Schumacher,"['Jim Carrey', 'Virginia Madsen']",2007-02-23
157841,The Young and Prodigious T.S. Spivet,Jean-Pierre Jeunet,"['Kyle Catlett', 'Helena Bonham Carter']",2013-10-16
11519,1941,Steven Spielberg,"['Dan Aykroyd', 'Ned Beatty']",1979-12-13
12920,Dreamer: Inspired By a True Story,John Gatins,"['Kurt Russell', 'Dakota Fanning']",2005-09-10
59,A History of Violence,David Cronenberg,"['Viggo Mortensen', 'Maria Bello']",2005-09-23
9335,Transporter 2,Louis Leterrier,"['Jason Statham', 'Amber Valletta']",2005-08-02
12106,The Quick and the Dead,Sam Raimi,"['Sharon Stone', 'Gene Hackman']",1995-02-09
11141,Laws of Attraction,Peter Howitt,"['Pierce Brosnan', 'Julianne Moore']",2004-04-04
8649,Bringing Out the Dead,Martin Scorsese,"['Nicolas Cage', 'Patricia Arquette']",1999-10-22
31867,Repo Men,Miguel Sapochnik,"['Jude Law', 'Forest Whitaker']",2010-03-18
10253,Dragon Wars: D-War,Shim Hyung-Rae,"['Jason Behr', 'Robert Forster']",2007-02-08
3587,Bogus,Norman Jewison,"['Whoopi Goldberg', 'Gérard Depardieu']",1996-09-06
124459,The Incredible Burt Wonderstone,Don Scardino,"['Steve Carell', 'Jim Carrey']",2013-03-14
24662,Cats Don't Dance,Mark Dindal,"['Scott Bakula', 'Jasmine Guy']",1997-03-26
32274,Cradle Will Rock,Tim Robbins,"['Hank Azaria', 'Rubén Blades']",1999-12-10
182,The Good German,Steven Soderbergh,"['George Clooney', 'Cate Blanchett']",2006-12-08
5494,George and the Dragon,Tom Reeve,"['James Purefoy', 'Piper Perabo']",2004-03-28
28,Apocalypse Now,Francis Ford Coppola,"['Martin Sheen', 'Marlon Brando']",1979-08-15
38073,Going the Distance,Nanette Burstein,"['Drew Barrymore', 'Justin Long']",2010-09-01
2054,Mr. Holland's Opus,Stephen Herek,"['Richard Dreyfuss', 'Glenne Headly']",1995-12-29
302156,Criminal,Ariel Vromen,"['Kevin Costner', 'Gary Oldman']",2016-04-14
606,Out of Africa,Sydney Pollack,"['Meryl Streep', 'Robert Redford']",1985-12-20
87502,Flight,Robert Zemeckis,"['Denzel Washington', 'Don Cheadle']",2012-11-02
698,Moonraker,Lewis Gilbert,"['Roger Moore', 'Lois Chiles']",1979-06-26
120467,The Grand Budapest Hotel,Wes Anderson,"['Ralph Fiennes', 'Tony Revolori']",2014-02-26
11313,Hearts in Atlantis,Scott Hicks,"['Anthony Hopkins', 'Anton Yelchin']",2001-09-07
6488,Arachnophobia,Frank Marshall,"['Jeff Daniels', 'Harley Jane Kozak']",1990-08-09
10559,Frequency,Gregory Hoblit,"['Dennis Quaid', 'Jim Caviezel']",2000-04-28
296099,Vacation,John Francis Daley,"['Ed Helms', 'Christina Applegate']",2015-07-28
8012,Get Shorty,Barry Sonnenfeld,"['John Travolta', 'Gene Hackman']",1995-10-20
1574,Chicago,Rob Marshall,"['Catherine Zeta-Jones', 'Renée Zellweger']",2002-12-26
9032,Big Daddy,Dennis Dugan,"['Adam Sandler', 'Joey Lauren Adams']",1999-06-25
2770,American Pie 2,J.B. Rogers,"['Jason Biggs', 'Thomas Ian Nicholas']",2001-08-10
862,Toy Story,John Lasseter,"['Tom Hanks', 'Tim Allen']",1995-10-30
1637,Speed,Jan de Bont,"['Keanu Reeves', 'Dennis Hopper']",1994-06-09
72570,The Vow,Michael Sucsy,"['Rachel McAdams', 'Channing Tatum']",2012-02-05
27569,Extraordinary Measures,Tom Vaughan,"['Harrison Ford', 'Brendan Fraser']",2010-01-21
10637,Remember the Titans,Boaz Yakin,"['Denzel Washington', 'Will Patton']",2000-09-29
1669,The Hunt for Red October,John McTiernan,"['Alec Baldwin', 'Sean Connery']",1990-03-02
132363,The Butler,Lee Daniels,"['Forest Whitaker', 'David Banner']",2013-08-16
9472,DodgeBall: A True Underdog Story,Rawson Marshall Thurber,"['Vince Vaughn', 'Christine Taylor']",2004-06-18
2907,The Addams Family,Barry Sonnenfeld,"['Raúl Juliá', 'Anjelica Huston']",1991-11-22
9273,Ace Ventura: When Nature Calls,Steve Oedekerk,"['Jim Carrey', 'Ian McNeice']",1995-11-10
9880,The Princess Diaries,Garry Marshall,"['Anne Hathaway', 'Julie Andrews']",2001-08-03
2925,The First Wives Club,Hugh Wilson,"['Goldie Hawn', 'Bette Midler']",1996-09-20
807,Se7en,David Fincher,"['Brad Pitt', 'Morgan Freeman']",1995-09-22
17654,District 9,Neill Blomkamp,"['Sharlto Copley', 'Jason Cope']",2009-08-05
11836,The SpongeBob SquarePants Movie,Stephen Hillenburg,"['Tom Kenny', 'Clancy Brown']",2004-11-14
322,Mystic River,Clint Eastwood,"['Sean Penn', 'Tim Robbins']",2003-10-07
70,Million Dollar Baby,Clint Eastwood,"['Clint Eastwood', 'Hilary Swank']",2004-12-15
9535,Analyze This,Harold Ramis,"['Robert De Niro', 'Billy Crystal']",1999-03-05
11036,The Notebook,Nick Cassavetes,"['Rachel McAdams', 'Ryan Gosling']",2004-06-25
6557,27 Dresses,Anne Fletcher,"['Katherine Heigl', 'James Marsden']",2008-01-10
18126,Hannah Montana: The Movie,Peter Chelsom,"['Miley Cyrus', 'Billy Ray Cyrus']",2009-04-10
16340,Rugrats in Paris: The Movie,Stig Bergqvist,"['E.G. Daily', 'Susan Sarandon']",2000-09-14
10333,The Prince of Tides,Barbra Streisand,"['Nick Nolte', 'Barbra Streisand']",1991-12-25
4476,Legends of the Fall,Edward Zwick,"['Brad Pitt', 'Anthony Hopkins']",1994-12-16
22947,Up in the Air,Jason Reitman,"['George Clooney', 'Vera Farmiga']",2009-09-05
2755,About Schmidt,Alexander Payne,"['Jack Nicholson', 'Kathy Bates']",2002-12-13
82654,Warm Bodies,Jonathan Levine,"['Nicholas Hoult', 'Teresa Palmer']",2013-01-31
59967,Looper,Rian Johnson,"['Joseph Gordon-Levitt', 'Bruce Willis']",2012-09-26
16300,Down to Earth,Chris Weitz,"['Chris Rock', 'Regina King']",2001-02-16
9598,Babe,Chris Noonan,"['Christine Cavanaugh', 'Miriam Margolyes']",1995-07-18
82696,Hope Springs,David Frankel,"['Meryl Streep', 'Steve Carell']",2012-08-07
9870,Forgetting Sarah Marshall,Nicholas Stoller,"['Jason Segel', 'Kristen Bell']",2008-04-17
8292,Four Brothers,John Singleton,"['Mark Wahlberg', 'Tyrese Gibson']",2005-08-11
8780,Baby Mama,Michael McCullers,"['Tina Fey', 'Amy Poehler']",2008-04-23
9715,Hope Floats,Forest Whitaker,"['Sandra Bullock', 'Harry Connick Jr.']",1998-05-29
10521,Bride Wars,Gary Winick,"['Anne Hathaway', 'Kate Hudson']",2009-01-09
10762,Without a Paddle,Steven Brill,"['Seth Green', 'Matthew Lillard']",2004-08-20
10096,13 Going on 30,Gary Winick,"['Jennifer Garner', 'Mark Ruffalo']",2004-04-13
59436,Midnight in Paris,Woody Allen,"['Owen Wilson', 'Rachel McAdams']",2011-05-11
227783,The Nut Job,Peter Lepeniotis,"['Will Arnett', 'Katherine Heigl']",2014-01-17
4133,Blow,Ted Demme,"['Johnny Depp', 'Penélope Cruz']",2001-04-04
10207,Message in a Bottle,Luis Mandoki,"['Kevin Costner', 'Robin Wright']",1999-02-22
172,Star Trek V: The Final Frontier,William Shatner,"['William Shatner', 'Leonard Nimoy']",1989-06-09
21972,Like Mike,John Schultz,"['Shad Moss', 'Morris Chestnut']",2002-07-03
36593,The Naked Gun 33⅓: The Final Insult,Peter Segal,"['Leslie Nielsen', 'Priscilla Presley']",1994-03-18
707,A View to a Kill,John Glen,"['Roger Moore', 'Christopher Walken']",1985-05-24
533,The Curse of the Were-Rabbit,Nick Park,"['Peter Sallis', 'Helena Bonham Carter']",2005-09-04
6023,P.S. I Love You,Richard LaGravenese,"['Hilary Swank', 'Gerard Butler']",2007-11-15
6439,Racing Stripes,Frederik Du Chau,"['Frankie Muniz', 'Mandy Moore']",2005-01-06
4347,Atonement,Joe Wright,"['Keira Knightley', 'James McAvoy']",2007-08-29
37056,Letters to Juliet,Gary Winick,"['Amanda Seyfried', 'Christopher Egan']",2010-05-14
4105,Black Rain,Ridley Scott,"['Michael Douglas', 'Andy García']",1989-09-22
76489,The Three Stooges,Bobby Farrelly,"['Sean Hayes', 'Will Sasso']",2012-04-13
3933,Corpse Bride,Tim Burton,"['Johnny Depp', 'Helena Bonham Carter']",2005-09-09
9918,Glory Road,James Gartner,"['Josh Lucas', 'Derek Luke']",2006-01-13
273481,Sicario,Denis Villeneuve,"['Emily Blunt', 'Benicio del Toro']",2015-09-17
307081,Southpaw,Antoine Fuqua,"['Jake Gyllenhaal', 'Rachel McAdams']",2015-06-15
16871,Drag Me to Hell,Sam Raimi,"['Alison Lohman', 'Justin Long']",2009-03-15
